"","GeoFips","states","Time_gdp","Quarterly_gdp"
"1102","24000","Maryland",2019 Q3,428649.7
"1103","25000","Massachusetts",2019 Q3,600545
"1104","26000","Michigan",2019 Q3,540585.8
"1105","27000","Minnesota",2019 Q3,385752.1
"1106","28000","Mississippi",2019 Q3,116505.7
"1107","29000","Missouri",2019 Q3,329899.7
"1108","30000","Montana",2019 Q3,53350.6
"1109","31000","Nebraska",2019 Q3,131433.2
"1110","32000","Nevada",2019 Q3,179655.6
"1111","33000","New Hampshire",2019 Q3,87840.4
"1112","34000","New Jersey",2019 Q3,638363.6
"1113","35000","New Mexico",2019 Q3,106005
"1114","36000","New York",2019 Q3,1779739.8
"1115","37000","North Carolina",2019 Q3,595117.9
"1116","38000","North Dakota",2019 Q3,57198.6
"1117","39000","Ohio",2019 Q3,698180.8
"1118","40000","Oklahoma",2019 Q3,202119.3
"1119","41000","Oregon",2019 Q3,254784.7
"1120","42000","Pennsylvania",2019 Q3,812579.9
"1121","44000","Rhode Island",2019 Q3,61768.8
"1122","45000","South Carolina",2019 Q3,249110.6
"1123","46000","South Dakota",2019 Q3,55502.2
"1124","47000","Tennessee",2019 Q3,379183
"1125","48000","Texas",2019 Q3,1850626.4
"1126","49000","Utah",2019 Q3,193976
"1127","50000","Vermont",2019 Q3,34117.2
"1128","51000","Virginia",2019 Q3,560807.5
"1129","53000","Washington",2019 Q3,618623
"1130","54000","West Virginia",2019 Q3,79078.5
"1131","55000","Wisconsin",2019 Q3,350017.4
"1132","56000","Wyoming",2019 Q3,40500.8
"1133","91000","New England",2019 Q3,1140932.3
"1134","92000","Mideast",2019 Q3,3880373.6
"1135","93000","Great Lakes",2019 Q3,2860720.4
"1136","94000","Plains",2019 Q3,1332856.2
"1137","95000","Southeast",2019 Q3,4556884.3
"1138","96000","Southwest",2019 Q3,2531923.7
"1139","97000","Rocky Mountain",2019 Q3,769000.5
"1140","98000","Far West",2019 Q3,4347375.7
"1141","00000","United States",2019 Q4,21747394
"1142","01000","Alabama",2019 Q4,230750.1
"1143","02000","Alaska",2019 Q4,54674.7
"1144","04000","Arizona",2019 Q4,379018.8
"1145","05000","Arkansas",2019 Q4,132596.4
"1146","06000","California",2019 Q4,3205000.1
"1147","08000","Colorado",2019 Q4,400863.4
"1148","09000","Connecticut",2019 Q4,290703
"1149","10000","Delaware",2019 Q4,77879.4
"1150","11000","District of Columbia",2019 Q4,145278
"1151","12000","Florida",2019 Q4,1126510.3
"1152","13000","Georgia",2019 Q4,634137.5
"1153","15000","Hawaii",2019 Q4,97001.1
"1154","16000","Idaho",2019 Q4,85791.1
"1155","17000","Illinois",2019 Q4,893355.5
"1156","18000","Indiana",2019 Q4,384871.7
"1157","19000","Iowa",2019 Q4,196247.4
"1158","20000","Kansas",2019 Q4,178605.1
"1159","21000","Kentucky",2019 Q4,218426.1
"1160","22000","Louisiana",2019 Q4,259079.3
"1161","23000","Maine",2019 Q4,68984.9
"1162","24000","Maryland",2019 Q4,432997.8
"1163","25000","Massachusetts",2019 Q4,603209.6
"1164","26000","Michigan",2019 Q4,543489.4
"1165","27000","Minnesota",2019 Q4,389503.7
"1166","28000","Mississippi",2019 Q4,117642.3
"1167","29000","Missouri",2019 Q4,332659.7
"1168","30000","Montana",2019 Q4,54034.7
"1169","31000","Nebraska",2019 Q4,133201
"1170","32000","Nevada",2019 Q4,181751.6
"1171","33000","New Hampshire",2019 Q4,88014.8
"1172","34000","New Jersey",2019 Q4,642967.7
"1173","35000","New Mexico",2019 Q4,106914.4
"1174","36000","New York",2019 Q4,1791566.8
"1175","37000","North Carolina",2019 Q4,601787.9
"1176","38000","North Dakota",2019 Q4,57471.9
"1177","39000","Ohio",2019 Q4,703368.9
"1178","40000","Oklahoma",2019 Q4,201604.3
"1179","41000","Oregon",2019 Q4,258692.6
"1180","42000","Pennsylvania",2019 Q4,818448.6
"1181","44000","Rhode Island",2019 Q4,62335.4
"1182","45000","South Carolina",2019 Q4,251664.5
"1183","46000","South Dakota",2019 Q4,56051.9
"1184","47000","Tennessee",2019 Q4,380823
"1185","48000","Texas",2019 Q4,1861581.9
"1186","49000","Utah",2019 Q4,196639.4
"1187","50000","Vermont",2019 Q4,34320.2
"1188","51000","Virginia",2019 Q4,566529.4
"1189","53000","Washington",2019 Q4,624861.4
"1190","54000","West Virginia",2019 Q4,78480.5
"1191","55000","Wisconsin",2019 Q4,353935.5
"1192","56000","Wyoming",2019 Q4,40764.3
"1193","91000","New England",2019 Q4,1147567.9
"1194","92000","Mideast",2019 Q4,3909138.2
"1195","93000","Great Lakes",2019 Q4,2879021
"1196","94000","Plains",2019 Q4,1343740.7
"1197","95000","Southeast",2019 Q4,4598427.4
"1198","96000","Southwest",2019 Q4,2549119.3
"1199","97000","Rocky Mountain",2019 Q4,778092.9
"1200","98000","Far West",2019 Q4,4421981.5
"1201","00000","United States",2020 Q1,21561139
"1202","01000","Alabama",2020 Q1,229831.4
"1203","02000","Alaska",2020 Q1,52864.4
"1204","04000","Arizona",2020 Q1,377475.9
"1205","05000","Arkansas",2020 Q1,131818
"1206","06000","California",2020 Q1,3189702.6
"1207","08000","Colorado",2020 Q1,400041.2
"1208","09000","Connecticut",2020 Q1,288368.1
"1209","10000","Delaware",2020 Q1,76283.2
"1210","11000","District of Columbia",2020 Q1,145727.8
"1211","12000","Florida",2020 Q1,1121367
"1212","13000","Georgia",2020 Q1,631345.6
"1213","15000","Hawaii",2020 Q1,95364.3
"1214","16000","Idaho",2020 Q1,85835.1
"1215","17000","Illinois",2020 Q1,884447
"1216","18000","Indiana",2020 Q1,381901.9
"1217","19000","Iowa",2020 Q1,196502.8
"1218","20000","Kansas",2020 Q1,177917.3
"1219","21000","Kentucky",2020 Q1,216580.3
"1220","22000","Louisiana",2020 Q1,250976.2
"1221","23000","Maine",2020 Q1,68319.2
"1222","24000","Maryland",2020 Q1,431771.8
"1223","25000","Massachusetts",2020 Q1,600740
"1224","26000","Michigan",2020 Q1,535152.9
"1225","27000","Minnesota",2020 Q1,384500.3
"1226","28000","Mississippi",2020 Q1,117099.2
"1227","29000","Missouri",2020 Q1,330286.5
"1228","30000","Montana",2020 Q1,53284.7
"1229","31000","Nebraska",2020 Q1,132719.5
"1230","32000","Nevada",2020 Q1,180034
"1231","33000","New Hampshire",2020 Q1,88126.5
"1232","34000","New Jersey",2020 Q1,641665.5
"1233","35000","New Mexico",2020 Q1,104461.6
"1234","36000","New York",2020 Q1,1778240
"1235","37000","North Carolina",2020 Q1,600630.9
"1236","38000","North Dakota",2020 Q1,56417.5
"1237","39000","Ohio",2020 Q1,696274.2
"1238","40000","Oklahoma",2020 Q1,195606.4
"1239","41000","Oregon",2020 Q1,257687.6
"1240","42000","Pennsylvania",2020 Q1,808936.8
"1241","44000","Rhode Island",2020 Q1,61953.8
"1242","45000","South Carolina",2020 Q1,247816.9
"1243","46000","South Dakota",2020 Q1,56071.7
"1244","47000","Tennessee",2020 Q1,379453.8
"1245","48000","Texas",2020 Q1,1818394.5
"1246","49000","Utah",2020 Q1,195594.4
"1247","50000","Vermont",2020 Q1,34016.6
"1248","51000","Virginia",2020 Q1,562718
"1249","53000","Washington",2020 Q1,625120.6
"1250","54000","West Virginia",2020 Q1,76366.3
"1251","55000","Wisconsin",2020 Q1,348021
"1252","56000","Wyoming",2020 Q1,38680.2
"1253","91000","New England",2020 Q1,1141524.2
"1254","92000","Mideast",2020 Q1,3882625.2
"1255","93000","Great Lakes",2020 Q1,2845796.9
"1256","94000","Plains",2020 Q1,1334415.8
"1257","95000","Southeast",2020 Q1,4566003.6
"1258","96000","Southwest",2020 Q1,2495938.3
"1259","97000","Rocky Mountain",2020 Q1,773435.6
"1260","98000","Far West",2020 Q1,4400773.4
"1261","00000","United States",2020 Q2,19520114
"1262","01000","Alabama",2020 Q2,209852.3
"1263","02000","Alaska",2020 Q2,45644.4
"1264","04000","Arizona",2020 Q2,350140.9
"1265","05000","Arkansas",2020 Q2,120812.4
"1266","06000","California",2020 Q2,2893053.9
"1267","08000","Colorado",2020 Q2,365008.7
"1268","09000","Connecticut",2020 Q2,262708.3
"1269","10000","Delaware",2020 Q2,71610.5
"1270","11000","District of Columbia",2020 Q2,137972.4
"1271","12000","Florida",2020 Q2,1026676.3
"1272","13000","Georgia",2020 Q2,580731.7
"1273","15000","Hawaii",2020 Q2,83429
"1274","16000","Idaho",2020 Q2,77384.1
"1275","17000","Illinois",2020 Q2,807383.5
"1276","18000","Indiana",2020 Q2,344033.2
"1277","19000","Iowa",2020 Q2,179037.3
"1278","20000","Kansas",2020 Q2,161464.3
"1279","21000","Kentucky",2020 Q2,193877.8
"1280","22000","Louisiana",2020 Q2,224129.4
"1281","23000","Maine",2020 Q2,61496.3
"1282","24000","Maryland",2020 Q2,398609.3
"1283","25000","Massachusetts",2020 Q2,546546.3
"1284","26000","Michigan",2020 Q2,475493.9
"1285","27000","Minnesota",2020 Q2,348033.8
"1286","28000","Mississippi",2020 Q2,105681
"1287","29000","Missouri",2020 Q2,299130.6
"1288","30000","Montana",2020 Q2,47721.4
"1289","31000","Nebraska",2020 Q2,119692.3
"1290","32000","Nevada",2020 Q2,156421.3
"1291","33000","New Hampshire",2020 Q2,78691.2
"1292","34000","New Jersey",2020 Q2,574017.5
"1293","35000","New Mexico",2020 Q2,93367.1
"1294","36000","New York",2020 Q2,1587879.2
"1295","37000","North Carolina",2020 Q2,546775.7
"1296","38000","North Dakota",2020 Q2,49880.8
"1297","39000","Ohio",2020 Q2,626275.4
"1298","40000","Oklahoma",2020 Q2,173060.5
"1299","41000","Oregon",2020 Q2,233799.2
"1300","42000","Pennsylvania",2020 Q2,723830.4
"1301","44000","Rhode Island",2020 Q2,56285.2
"1302","45000","South Carolina",2020 Q2,224689.2
"1303","46000","South Dakota",2020 Q2,50951.3
"1304","47000","Tennessee",2020 Q2,333194.3
"1305","48000","Texas",2020 Q2,1628185
"1306","49000","Utah",2020 Q2,182894.6
"1307","50000","Vermont",2020 Q2,30174.8
"1308","51000","Virginia",2020 Q2,519911.6
"1309","53000","Washington",2020 Q2,579694.9
"1310","54000","West Virginia",2020 Q2,68000.8
"1311","55000","Wisconsin",2020 Q2,314026.5
"1312","56000","Wyoming",2020 Q2,33233.1
"1313","91000","New England",2020 Q2,1035902.1
"1314","92000","Mideast",2020 Q2,3493919.2
"1315","93000","Great Lakes",2020 Q2,2567212.4
"1316","94000","Plains",2020 Q2,1208190.5
"1317","95000","Southeast",2020 Q2,4154332.6
"1318","96000","Southwest",2020 Q2,2244753.5
"1319","97000","Rocky Mountain",2020 Q2,706242
"1320","98000","Far West",2020 Q2,3992042.7
"1321","00000","United States",2020 Q3,21170252
"1322","01000","Alabama",2020 Q3,228062.3
"1323","02000","Alaska",2020 Q3,50412.9
"1324","04000","Arizona",2020 Q3,378296.5
"1325","05000","Arkansas",2020 Q3,130709.5
"1326","06000","California",2020 Q3,3120386.1
"1327","08000","Colorado",2020 Q3,394271.4
"1328","09000","Connecticut",2020 Q3,283601.4
"1329","10000","Delaware",2020 Q3,76468
"1330","11000","District of Columbia",2020 Q3,144653.3
"1331","12000","Florida",2020 Q3,1111613.8
"1332","13000","Georgia",2020 Q3,627666.8
"1333","15000","Hawaii",2020 Q3,89865.6
"1334","16000","Idaho",2020 Q3,85551.6
"1335","17000","Illinois",2020 Q3,875671.3
"1336","18000","Indiana",2020 Q3,379292.5
"1337","19000","Iowa",2020 Q3,195352.8
"1338","20000","Kansas",2020 Q3,175465.2
"1339","21000","Kentucky",2020 Q3,213169.1
"1340","22000","Louisiana",2020 Q3,244576.7
"1341","23000","Maine",2020 Q3,67129.3
"1342","24000","Maryland",2020 Q3,427615.8
"1343","25000","Massachusetts",2020 Q3,590307.1
"1344","26000","Michigan",2020 Q3,524828.2
"1345","27000","Minnesota",2020 Q3,379388.3
"1346","28000","Mississippi",2020 Q3,115899.8
"1347","29000","Missouri",2020 Q3,325841.3
"1348","30000","Montana",2020 Q3,51933.5
"1349","31000","Nebraska",2020 Q3,129761.5
"1350","32000","Nevada",2020 Q3,175509
"1351","33000","New Hampshire",2020 Q3,86319.2
"1352","34000","New Jersey",2020 Q3,625658.8
"1353","35000","New Mexico",2020 Q3,100776.8
"1354","36000","New York",2020 Q3,1705127
"1355","37000","North Carolina",2020 Q3,594125.5
"1356","38000","North Dakota",2020 Q3,54043.7
"1357","39000","Ohio",2020 Q3,683460.1
"1358","40000","Oklahoma",2020 Q3,186882.9
"1359","41000","Oregon",2020 Q3,253848.9
"1360","42000","Pennsylvania",2020 Q3,788500
"1361","44000","Rhode Island",2020 Q3,61081.2
"1362","45000","South Carolina",2020 Q3,245473.2
"1363","46000","South Dakota",2020 Q3,55243.2
"1364","47000","Tennessee",2020 Q3,369062.8
"1365","48000","Texas",2020 Q3,1772131.6
"1366","49000","Utah",2020 Q3,198630.2
"1367","50000","Vermont",2020 Q3,33277.8
"1368","51000","Virginia",2020 Q3,557986.3
"1369","53000","Washington",2020 Q3,632013.5
"1370","54000","West Virginia",2020 Q3,74510.9
"1371","55000","Wisconsin",2020 Q3,344500
"1372","56000","Wyoming",2020 Q3,35999.5
"1373","91000","New England",2020 Q3,1121716
"1374","92000","Mideast",2020 Q3,3768023
"1375","93000","Great Lakes",2020 Q3,2807752.2
"1376","94000","Plains",2020 Q3,1315096
"1377","95000","Southeast",2020 Q3,4512856.6
"1378","96000","Southwest",2020 Q3,2438087.8
"1379","97000","Rocky Mountain",2020 Q3,766386.3
"1380","98000","Far West",2020 Q3,4322036
"1381","00000","United States",2020 Q4,21494731
"1382","01000","Alabama",2020 Q4,231736.3
"1383","02000","Alaska",2020 Q4,52065
"1384","04000","Arizona",2020 Q4,383930.5
"1385","05000","Arkansas",2020 Q4,132955.6
"1386","06000","California",2020 Q4,3164343.4
"1387","08000","Colorado",2020 Q4,401073.6
"1388","09000","Connecticut",2020 Q4,288923.4
"1389","10000","Delaware",2020 Q4,77688.1
"1390","11000","District of Columbia",2020 Q4,145777.4
"1391","12000","Florida",2020 Q4,1123895.8
"1392","13000","Georgia",2020 Q4,637215.9
"1393","15000","Hawaii",2020 Q4,90765.7
"1394","16000","Idaho",2020 Q4,87358
"1395","17000","Illinois",2020 Q4,886565.2
"1396","18000","Indiana",2020 Q4,385319
"1397","19000","Iowa",2020 Q4,199947.8
"1398","20000","Kansas",2020 Q4,178346.5
"1399","21000","Kentucky",2020 Q4,216469.5
"1400","22000","Louisiana",2020 Q4,248280.7
"1401","23000","Maine",2020 Q4,67839.3
"1402","24000","Maryland",2020 Q4,432908.5
"1403","25000","Massachusetts",2020 Q4,598562.5
"1404","26000","Michigan",2020 Q4,528238.1
"1405","27000","Minnesota",2020 Q4,385484.7
"1406","28000","Mississippi",2020 Q4,118122.3
"1407","29000","Missouri",2020 Q4,331576.5
"1408","30000","Montana",2020 Q4,53015.4
"1409","31000","Nebraska",2020 Q4,133061.6
"1410","32000","Nevada",2020 Q4,178426.2
"1411","33000","New Hampshire",2020 Q4,87300.2
"1412","34000","New Jersey",2020 Q4,634902.6
"1413","35000","New Mexico",2020 Q4,102635
"1414","36000","New York",2020 Q4,1724932.8
"1415","37000","North Carolina",2020 Q4,603012.6
"1416","38000","North Dakota",2020 Q4,55789.8
"1417","39000","Ohio",2020 Q4,694139.4
"1418","40000","Oklahoma",2020 Q4,190775.6
"1419","41000","Oregon",2020 Q4,256498.1
"1420","42000","Pennsylvania",2020 Q4,799437
"1421","44000","Rhode Island",2020 Q4,61578.5
"1422","45000","South Carolina",2020 Q4,248775.5
"1423","46000","South Dakota",2020 Q4,57142.3
"1424","47000","Tennessee",2020 Q4,376232.7
"1425","48000","Texas",2020 Q4,1820226.5
"1426","49000","Utah",2020 Q4,202823.9
"1427","50000","Vermont",2020 Q4,33717.5
"1428","51000","Virginia",2020 Q4,566425.1
"1429","53000","Washington",2020 Q4,637990.7
"1430","54000","West Virginia",2020 Q4,75958.7
"1431","55000","Wisconsin",2020 Q4,348165.9
"1432","56000","Wyoming",2020 Q4,37053.3
"1433","91000","New England",2020 Q4,1137921.3
"1434","92000","Mideast",2020 Q4,3815646.3
"1435","93000","Great Lakes",2020 Q4,2842427.6
"1436","94000","Plains",2020 Q4,1341349.1
"1437","95000","Southeast",2020 Q4,4579080.9
"1438","96000","Southwest",2020 Q4,2497567.5
"1439","97000","Rocky Mountain",2020 Q4,781324.1
"1440","98000","Far West",2020 Q4,4380089.1
