property_id,lat,lng,addr_street,suburb,Lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
88622,-37.950188,145.033774,20 Rose Street,HIGHETT,GREATER DANDENONG,19872.0,0.7374162095291182,37.0,1.0,36.0,9.0,6.0,3.0
73024,-37.840536,145.28896,16 Hilda Avenue,BORONIA,TOWONG,19870.0,1.835396995774095,41.0,1.0,0.0,0.0,0.0,0.0
82466,-38.000481,145.243729,9 ROGERS ST,EUMEMMERRING,PYRENEES,19885.0,2.9850753398085996,50.0,1.0,0.0,0.0,0.0,0.0
73203,-37.856825,145.29685,2/2 Ronald Crescent,BORONIA,TOWONG,19869.0,1.1675338778278683,44.0,1.0,0.0,0.0,0.0,0.0
88892,-37.947742,145.035566,441 Highett Road,HIGHETT,GREATER DANDENONG,19872.0,0.5587272359644144,37.0,1.0,36.0,9.0,6.0,3.0
16096,-37.704033,144.879578,48 Broadmeadows Road,TULLAMARINE,CENTRAL GOLDFIELDS,20032.0,3.3157008246596007,28.0,1.0,0.0,0.0,0.0,0.0
69893,-37.861214,145.109722,3 Newbury Ct,ASHWOOD,DAREBIN,19840.0,1.3947641843790914,not available,0.0,41.0,21.0,15.0,8.0
7780,-37.775263,144.803633,20 Sunhill Crescent,ARDEER,SWAN HILL,20004.0,1.8729034932220567,23.0,1.0,1.0,0.0,0.0,0.0
73131,-37.868314,145.288291,1A Daffodil Road,BORONIA,TOWONG,19869.0,0.9401017327965515,44.0,1.0,0.0,0.0,0.0,0.0
63228,-37.787086,145.302975,1/11 Laird Street,CROYDON,CARDINIA,19877.0,0.8692200103823139,46.0,1.0,25.0,10.0,5.0,3.0
88842,-37.955859,145.052702,39a Matthieson Street,HIGHETT,GREATER DANDENONG,19866.0,1.2122046504088086,40.0,1.0,36.0,9.0,6.0,3.0
45510,-37.695915,145.107971,8 Plenty River Drive,GREENSBOROUGH,GLEN EIRA,19985.0,0.8952181911098037,46.0,1.0,15.0,4.0,2.0,1.0
67619,-37.770931,145.351732,6 Wily Court,LILYDALE,FRANKSTON,19876.0,1.751878477955127,51.0,1.0,3.0,3.0,2.0,1.0
40136,-37.684024,145.054923,24 Daisy Drive,BUNDOORA,WODONGA,20007.0,3.6040930014275085,46.0,1.0,3.0,0.0,0.0,0.0
24486,-37.716149,144.97104,59 Lorne Street,FAWKNER,MONASH,19962.0,0.9396874731552347,28.0,1.0,16.0,4.0,3.0,2.0
79432,-37.936277,145.173879,9 Phillip Avenue,SPRINGVALE,GREATER BENDIGO,19913.0,2.3206115020974623,36.0,1.0,0.0,0.0,0.0,0.0
71479,-37.862076,145.237701,36 Sandhurst Road,WANTIRNA,CENTRAL GOLDFIELDS,19870.0,3.50513464679769,41.0,1.0,0.0,0.0,0.0,0.0
21957,-37.753517,144.97457,134 The Avenue,COBURG,MOONEE VALLEY,19966.0,1.127053901266262,21.0,1.0,41.0,17.0,12.0,6.0
27840,-37.595433,144.929872,80 Dianne Avenue,CRAIGIEBURN,YARRA RANGES,40221.0,1.382693606492061,41.0,1.0,5.0,3.0,2.0,1.0
45939,-37.726171,145.133012,2/36 Kirwana Grove,MONTMORENCY,PORT PHILLIP,19986.0,1.5780089758005758,48.0,1.0,25.0,8.0,5.0,3.0
38597,-37.760649,145.042956,13 Hawker Street,IVANHOE,BASS COAST,19933.0,0.9434770832383166,30.0,1.0,0.0,0.0,0.0,0.0
73296,-37.860502,145.298096,22 Moncoe Street,BORONIA,TOWONG,19869.0,1.2050009635218917,44.0,1.0,0.0,0.0,0.0,0.0
94412,-37.959712,145.078749,62 St Andrews Drive,HEATHERTON,SOUTH GIPPSLAND,19866.0,2.2591896582113877,40.0,1.0,2.0,0.0,0.0,0.0
1646,-37.809067,144.882645,103 Chirnside Street,KINGSVILLE,ALPINE,20023.0,0.8416471330266188,15.0,1.0,0.0,0.0,0.0,0.0
37470,-37.650231,145.055723,49 Calendula Circuit,EPPING,FRANKSTON,45795.0,1.0038927754797315,54.0,1.0,3.0,3.0,2.0,1.0
85851,-37.877251,144.993373,84 Brighton Road,RIPPONLEA,WANGARATTA,19955.0,0.22184347659638254,not available,0.0,0.0,0.0,0.0,0.0
11340,-37.78756,144.894455,3 Skyline Drive,MARIBYRNONG,BAW BAW,20027.0,1.1560953774581397,not available,0.0,3.0,0.0,0.0,0.0
65882,-37.77284,145.312922,175 Manchester Road,MOOROOLBARK,WEST WIMMERA,19877.0,1.3264439073948322,46.0,1.0,0.0,0.0,0.0,0.0
13068,-37.714105,144.770511,4 Alexander Close,DELAHEY,BULOKE,20000.0,1.4801894723320745,34.0,1.0,0.0,0.0,0.0,0.0
39011,-37.764175,145.037007,74 Ford Street,IVANHOE,BASS COAST,19933.0,0.908307364826396,30.0,1.0,0.0,0.0,0.0,0.0
22927,-37.750817,144.954351,50 Shaftsbury Street,COBURG,MOONEE VALLEY,19966.0,0.7740799237755304,21.0,1.0,41.0,17.0,12.0,6.0
64746,-37.801906,145.30017,6 The Oaks,CROYDON,CARDINIA,19878.0,1.866101326937395,42.0,1.0,25.0,10.0,5.0,3.0
38362,-37.782058,145.031703,53 Yarralea Street,ALPHINGTON,BANYULE,19931.0,0.40980734530818175,28.0,1.0,22.0,12.0,7.0,4.0
52918,-37.824101,144.993254,292 Lennox Street,RICHMOND,EAST GIPPSLAND,19908.0,0.27169437082787035,6.0,1.0,1.0,0.0,0.0,0.0
70686,-37.87779,145.107514,28 Melinga Crescent,CHADSTONE,MELTON,19840.0,0.6155282642571728,not available,0.0,87.0,28.0,19.0,10.0
18343,-37.690633,144.922565,18 WALSH STREET,BROADMEADOWS,WODONGA,20031.0,0.7749125457886273,30.0,1.0,3.0,0.0,0.0,0.0
846,-37.810068,144.897636,302 Nicholson Street,SEDDON,EAST GIPPSLAND,19997.0,0.20939430340021256,not available,0.0,1.0,0.0,0.0,0.0
41729,-37.744102,145.071747,177 Rosanna Road,ROSANNA,EAST GIPPSLAND,19936.0,0.511975573734241,36.0,1.0,1.0,0.0,0.0,0.0
31776,-37.743618,145.017533,12 Lovelace Street,PRESTON,BOROONDARA,20013.0,1.5449059652732828,33.0,1.0,12.0,3.0,2.0,1.0
14850,-37.7459,144.895772,87 Spencer Street,ESSENDON,NILLUMBIK,20037.0,2.121078873977284,16.0,1.0,4.0,1.0,1.0,1.0
10660,-37.794805,144.920492,53 Matthews Mews,KENSINGTON,SOUTH GIPPSLAND,20026.0,0.6844008009495489,not available,0.0,2.0,0.0,0.0,0.0
78465,-37.926515,145.188473,96 Waverley Park Drive,MULGRAVE,MACEDON RANGES,19913.0,4.000605127248052,36.0,1.0,1.0,1.0,1.0,0.0
5616,-37.78337,144.861014,20 Castley Cres,BRAYBROOK,HUME,20022.0,1.7759574399969533,17.0,1.0,332.0,214.0,155.0,80.0
12531,-37.700693,144.754619,1B Jenny Court,HILLSIDE,GREATER DANDENONG,20000.0,1.7235699439467504,34.0,1.0,36.0,9.0,6.0,3.0
61176,-37.817815,145.228523,11 James Street,RINGWOOD,MACEDON RANGES,19902.0,0.21822172959772154,34.0,1.0,1.0,1.0,1.0,0.0
9256,-37.854111,144.715415,11 Abbington Drive,TRUGANINA,CENTRAL GOLDFIELDS,46468.0,3.3165038620782332,not available,0.0,0.0,0.0,0.0,0.0
7200,-37.735107,144.824921,12 Leavesdon Avenue,KEALBA,BASS COAST,20002.0,2.4438070035736033,28.0,1.0,0.0,0.0,0.0,0.0
7482,-37.737721,144.826434,4 Woolstone Close,KEALBA,BASS COAST,20002.0,2.454727663215927,28.0,1.0,0.0,0.0,0.0,0.0
52375,-37.821406,145.00131,14a Princess Street,RICHMOND,EAST GIPPSLAND,19907.0,0.6695638095788518,not available,0.0,1.0,0.0,0.0,0.0
83282,-37.891631,145.247779,7 Laura Road,KNOXFIELD,SOUTHERN GRAMPIANS,19868.0,4.314733011532538,46.0,1.0,0.0,0.0,0.0,0.0
90808,-37.964383,145.081896,52 Kardinian Avenue,CHELTENHAM,YARRA RANGES,19866.0,2.4124311234353852,40.0,1.0,5.0,3.0,2.0,1.0
59646,-37.813277,145.190139,22 Deakin Street,MITCHAM,PORT PHILLIP,19900.0,0.5509957523057243,31.0,1.0,25.0,8.0,5.0,3.0
59473,-37.809834,145.204115,17 Ashburton Drive,MITCHAM,PORT PHILLIP,19901.0,1.264541639426305,32.0,1.0,25.0,8.0,5.0,3.0
53495,-37.813609,145.003091,56 Laity Street,RICHMOND,EAST GIPPSLAND,19977.0,0.9976045191741713,15.0,1.0,1.0,0.0,0.0,0.0
32527,-37.738412,144.998211,3 Bond Street,PRESTON,BOROONDARA,20012.0,0.20552160934229782,35.0,1.0,12.0,3.0,2.0,1.0
58343,-37.823204,145.163125,8 Fulview Court,BLACKBURN,GREATER GEELONG,19899.0,1.0744099954673563,28.0,1.0,1.0,2.0,2.0,1.0
48674,-37.813276,145.033649,7 Charles Street,KEW,SOUTH GIPPSLAND,19904.0,0.9442069810284128,12.0,1.0,2.0,0.0,0.0,0.0
40073,-37.718691,145.035046,22 Browning Street,KINGSBURY,ALPINE,20010.0,2.4781433037298735,40.0,1.0,0.0,0.0,0.0,0.0
78981,-37.955847,145.156247,33 Grace Park Avenue,SPRINGVALE,GREATER BENDIGO,19891.0,0.5820598669623764,38.0,1.0,0.0,0.0,0.0,0.0
74459,-37.887419,145.073995,1/6 Wilson Street,MURRUMBEENA,MOIRA,19919.0,0.6587621395296065,22.0,1.0,0.0,0.0,-0.0,-0.0
95908,-37.922469,145.027559,5 Talbot Avenue,BENTLEIGH,HOBSONS BAY,19938.0,0.7560272339184456,32.0,1.0,20.0,14.0,15.0,10.0
6146,-37.785194,144.842887,13 Thomson Street,SUNSHINE,KNOX,20021.0,0.9558878508671471,20.0,1.0,23.0,5.0,3.0,2.0
63565,-37.791192,145.305718,147 Hull  Road,CROYDON,CARDINIA,19877.0,0.9274796511332383,46.0,1.0,25.0,10.0,5.0,3.0
32982,-37.734902,145.013767,584 Plenty Road,PRESTON,BOROONDARA,20011.0,1.2084391502928815,37.0,1.0,12.0,3.0,2.0,1.0
96605,-37.998029,145.270991,2 Kylie Court,HALLAM,GLEN EIRA,19885.0,2.196796783763671,50.0,1.0,15.0,4.0,2.0,1.0
27871,-37.60149,144.913421,89 Golfview Drive,CRAIGIEBURN,YARRA RANGES,40221.0,2.6371738840734635,41.0,1.0,5.0,3.0,2.0,1.0
39376,-37.688962,145.064049,10 Janet Crescent,BUNDOORA,WODONGA,19984.0,3.0032457834495165,42.0,1.0,3.0,0.0,0.0,0.0
79300,-37.939348,145.162048,67 Kemp Street,SPRINGVALE,GREATER BENDIGO,19913.0,1.3596934894959438,36.0,1.0,0.0,0.0,0.0,0.0
26301,-37.610516,144.924347,3 Banstead Nook,CRAIGIEBURN,YARRA RANGES,40221.0,1.9332310848815615,41.0,1.0,5.0,3.0,2.0,1.0
74349,-37.882471,145.033567,4 Maxwell Grove,CAULFIELD,MELTON,19943.0,0.9647127742329,17.0,1.0,87.0,28.0,19.0,10.0
58226,-37.816247,145.159189,59A Maple Street,BLACKBURN,GREATER GEELONG,19898.0,0.9122446969775055,26.0,1.0,1.0,2.0,2.0,1.0
33845,-37.726358,145.018568,14 Wilkinson Street,RESERVOIR,EAST GIPPSLAND,20011.0,1.4092005639878242,37.0,1.0,1.0,0.0,0.0,0.0
34350,-37.709175,145.025162,23 Beenak Street,RESERVOIR,EAST GIPPSLAND,20009.0,1.385154014641929,41.0,1.0,1.0,0.0,0.0,0.0
15431,-37.733898,144.912749,62A York Street,STRATHMORE,KNOX,20034.0,1.4041534872763077,23.0,1.0,23.0,5.0,3.0,2.0
45269,-37.712383,145.098548,54 Sainsbury Avenue,GREENSBOROUGH,GLEN EIRA,19985.0,1.2688690790640367,46.0,1.0,15.0,4.0,2.0,1.0
78924,-37.935331,145.169537,3 Lee Avenue,SPRINGVALE,GREATER BENDIGO,19913.0,2.117731694970839,36.0,1.0,0.0,0.0,0.0,0.0
65614,-37.782784,145.313876,10 Delville Street,MOOROOLBARK,WEST WIMMERA,19877.0,0.25425415887177016,46.0,1.0,0.0,0.0,0.0,0.0
51508,-37.779972,145.128878,5 Saxon Street,DONCASTER,MORELAND,20042.0,4.418012517470262,22.0,1.0,111.0,50.0,47.0,25.0
84144,-37.85619,145.007156,53 Highbury Grove,PRAHRAN,BOROONDARA,19946.0,0.8460276630502391,14.0,1.0,12.0,3.0,2.0,1.0
11398,-37.780316,144.887864,34 Macedon Street,MARIBYRNONG,BAW BAW,20027.0,1.8970756180092996,not available,0.0,3.0,0.0,0.0,0.0
44412,-37.715958,145.10672,17 Victoria Street,GREENSBOROUGH,GLEN EIRA,19986.0,1.3049659773126865,48.0,1.0,15.0,4.0,2.0,1.0
66911,-37.758937,145.363244,11 Bastow Road,LILYDALE,FRANKSTON,19876.0,1.4191011239316578,51.0,1.0,3.0,3.0,2.0,1.0
1206,-37.797138,144.896687,57 Geelong Road,FOOTSCRAY,WHITTLESEA,20025.0,0.7217719461231551,10.0,1.0,152.0,69.0,45.0,23.0
27456,-37.598606,144.926798,6 Yeovil Court,CRAIGIEBURN,YARRA RANGES,40221.0,1.5003835715066853,41.0,1.0,5.0,3.0,2.0,1.0
66302,-37.769586,145.304896,38 Barker Drive,MOOROOLBARK,WEST WIMMERA,19877.0,1.8124952485897996,46.0,1.0,0.0,0.0,0.0,0.0
60372,-37.841342,145.192897,1 Locksley Chase,VERMONT,CENTRAL GOLDFIELDS,19900.0,2.5985334284483117,31.0,1.0,0.0,0.0,0.0,0.0
10401,-37.789678,144.931114,31 Pridham Street,KENSINGTON,SOUTH GIPPSLAND,20040.0,0.32209444175229823,10.0,1.0,2.0,0.0,0.0,0.0
30874,-37.751087,144.985913,183 Miller Street,THORNBURY,LATROBE,20014.0,1.1983559934279138,31.0,1.0,2.0,2.0,1.0,0.0
82776,-37.911513,145.253648,4 Trevena Close,ROWVILLE,BALLARAT,19868.0,4.936687207985874,46.0,1.0,2.0,1.0,1.0,0.0
38371,-37.777216,145.023912,56 Perry Street,FAIRFIELD,NILLUMBIK,19930.0,0.653769967813313,26.0,1.0,4.0,1.0,1.0,1.0
13511,-37.705642,144.753233,8 Serrata Court,HILLSIDE,GREATER DANDENONG,20000.0,1.912083147228532,34.0,1.0,36.0,9.0,6.0,3.0
87909,-37.94202,145.012394,7 David Street,HAMPTON,WYNDHAM,19949.0,1.0593414801819585,not available,0.0,99.0,43.0,33.0,20.0
66127,-37.764755,145.331102,27 Autumn Grove,MOOROOLBARK,WEST WIMMERA,19876.0,1.787073167296264,51.0,1.0,0.0,0.0,0.0,0.0
45577,-37.714371,145.108795,9 Lodge Street,GREENSBOROUGH,GLEN EIRA,19986.0,1.1249015315468855,48.0,1.0,15.0,4.0,2.0,1.0
35906,-37.686142,145.035128,18 Parklands Drive,THOMASTOWN,CAMPASPE,20007.0,1.9470536711760957,46.0,1.0,0.0,0.0,0.0,0.0
96132,-37.918631,145.048494,7 Beths Street,BENTLEIGH,HOBSONS BAY,19939.0,1.018687340957271,30.0,1.0,20.0,14.0,15.0,10.0
73453,-37.851036,145.293887,3 Coull Close,BORONIA,TOWONG,19869.0,1.3401640885323134,44.0,1.0,0.0,0.0,0.0,0.0
28352,-37.806587,144.978378,58 Young Street,FITZROY,NILLUMBIK,19843.0,0.6917009896062978,2.0,1.0,4.0,1.0,1.0,1.0
41341,-37.760845,145.065316,1 Caerleon Court,EAGLEMONT,MORELAND,19935.0,0.5851314100306436,34.0,1.0,111.0,50.0,47.0,25.0
32997,-37.737579,144.983549,6 Ada Street,PRESTON,BOROONDARA,20012.0,1.4991211445905805,35.0,1.0,12.0,3.0,2.0,1.0
66817,-37.770462,145.350433,1 Rory Court,LILYDALE,FRANKSTON,19876.0,1.6807153997492525,51.0,1.0,3.0,3.0,2.0,1.0
94227,-38.075226,145.121445,622a Nepean Highway,CARRUM,QUEENSCLIFFE,19858.0,0.09299767471985197,58.0,1.0,0.0,0.0,0.0,0.0
8598,-37.753735,144.778427,6 Spinifex Street,CAIRNLEA,YARRA RANGES,20002.0,2.1443216884060563,28.0,1.0,5.0,3.0,2.0,1.0
75940,-37.904325,145.10448,215 Huntingdale Road,OAKLEIGH,WANGARATTA,19916.0,0.7677968311743847,28.0,1.0,0.0,0.0,0.0,0.0
73113,-37.847774,145.295429,19 New Street,BORONIA,TOWONG,19869.0,1.7128526332230882,44.0,1.0,0.0,0.0,0.0,0.0
53850,-37.813462,144.994368,84 York Street,RICHMOND,EAST GIPPSLAND,19978.0,0.3073790257070975,14.0,1.0,1.0,0.0,0.0,0.0
58647,-37.829338,145.185156,19 Betula Avenue,NUNAWADING,STONNINGTON,19899.0,1.326640428614457,28.0,1.0,19.0,4.0,3.0,1.0
67656,-37.741309,145.33868,7 Haricot Way,LILYDALE,FRANKSTON,19876.0,1.7701612118318037,51.0,1.0,3.0,3.0,2.0,1.0
19942,-37.777234,144.941436,25 Strickland Road,PARKVILLE,MURRINDINDI,19970.0,1.0526446837253542,13.0,1.0,0.0,0.0,0.0,0.0
90581,-37.960005,145.051245,34 Jean Street,CHELTENHAM,YARRA RANGES,19866.0,0.7947823407832363,40.0,1.0,5.0,3.0,2.0,1.0
49186,-37.807057,145.102039,2/111 Strabane Avenue,BALWYN,HOBSONS BAY,19896.0,1.4107591936834865,25.0,1.0,20.0,14.0,15.0,10.0
8760,-37.878866,144.756168,1/21 Hope Place,SEABROOK,MACEDON RANGES,46468.0,1.261504812912303,not available,0.0,1.0,1.0,1.0,0.0
20020,-37.798838,144.970863,114 Faraday Street,CARLTON,STRATHBOGIE,19843.0,1.3717326692118568,2.0,1.0,0.0,0.0,0.0,0.0
79284,-37.952926,145.143406,63a Regent Avenue,SPRINGVALE,GREATER BENDIGO,19913.0,0.9603467277203696,36.0,1.0,0.0,0.0,0.0,0.0
61034,-37.791977,145.245397,1 Towerhill Drive,RINGWOOD,MACEDON RANGES,19879.0,2.2649389812174823,38.0,1.0,1.0,1.0,1.0,0.0
76346,-37.89194,145.082178,606 Neerim Road,HUGHESDALE,BASS COAST,19918.0,0.5162027565748384,24.0,1.0,0.0,0.0,0.0,0.0
11124,-37.768562,144.89946,14 Clyde Street,MARIBYRNONG,BAW BAW,20038.0,1.7624970432510345,14.0,1.0,3.0,0.0,0.0,0.0
28420,-37.799169,144.977723,88 Victoria Street,FITZROY,NILLUMBIK,19843.0,1.3890570731123784,2.0,1.0,4.0,1.0,1.0,1.0
33980,-37.70658,144.999139,17 CHAUVEL STREET,RESERVOIR,EAST GIPPSLAND,20009.0,0.9256302490814026,41.0,1.0,1.0,0.0,0.0,0.0
68592,-37.854996,145.011627,566 Orrong Road,ARMADALE,BRIMBANK,19946.0,0.5109973224651988,14.0,1.0,77.0,34.0,21.0,12.0
7613,-37.742265,144.769508,7 Bibby Court,ALBANVALE,HEPBURN,20001.0,2.576732388534625,31.0,1.0,-1.0,0.0,0.0,0.0
32791,-37.749735,145.015979,43 Victoria Street,PRESTON,BOROONDARA,20013.0,1.468243143751726,33.0,1.0,12.0,3.0,2.0,1.0
77599,-37.927372,145.15451,18 Seaview Crescent,MULGRAVE,MACEDON RANGES,19914.0,1.8511327032822475,33.0,1.0,1.0,1.0,1.0,0.0
36582,-37.669631,145.023806,8 West Court,LALOR,KINGSTON,20006.0,0.7187530235746621,48.0,1.0,13.0,4.0,2.0,1.0
52770,-37.827043,144.989729,24 Blanche Street,CREMORNE,WELLINGTON,19908.0,0.33265855654569865,6.0,1.0,0.0,0.0,0.0,0.0
84731,-37.886092,144.987743,2 Docker Street,ELWOOD,MORELAND,19954.0,1.1653042507840052,not available,0.0,111.0,50.0,47.0,25.0
51258,-37.791833,145.118348,31 Wilsons Road,DONCASTER,MORELAND,20042.0,3.060843510106007,22.0,1.0,111.0,50.0,47.0,25.0
70612,-37.887943,145.094009,2&3/5 Newton Street,CHADSTONE,MELTON,19917.0,1.4714285155378581,26.0,1.0,87.0,28.0,19.0,10.0
48920,-37.808671,145.073872,102 Gordon Street,BALWYN,HOBSONS BAY,19893.0,1.8753623431438193,20.0,1.0,20.0,14.0,15.0,10.0
27017,-37.585846,144.939514,47 Elsternwick Way,CRAIGIEBURN,YARRA RANGES,40221.0,1.8092564499731019,41.0,1.0,5.0,3.0,2.0,1.0
28138,-37.803711,144.976521,178 Fitzroy Street,FITZROY,NILLUMBIK,19843.0,0.8769056403756886,2.0,1.0,4.0,1.0,1.0,1.0
31366,-37.753997,144.993277,6 Fyffe Street,THORNBURY,LATROBE,20014.0,0.48054608726960896,31.0,1.0,2.0,2.0,1.0,0.0
43680,-37.716477,145.087594,29 Webster Crescent,WATSONIA,MANNINGHAM,19984.0,0.6996096286915459,42.0,1.0,11.0,6.0,4.0,2.0
69829,-37.866153,145.083407,26 Tarakan Avenue,ASHBURTON,DAREBIN,19847.0,0.408515171722273,28.0,1.0,41.0,21.0,15.0,8.0
10242,-37.795854,144.933024,21 Albermarle Street,KENSINGTON,SOUTH GIPPSLAND,20041.0,0.31880065737828733,9.0,1.0,2.0,0.0,0.0,0.0
42750,-37.719052,145.091047,10 Albany Court,MACLEOD,WANGARATTA,19984.0,1.1044467261789304,42.0,1.0,0.0,0.0,0.0,0.0
30250,-37.767246,145.010056,59 Kellett Street,NORTHCOTE,MURRINDINDI,20015.0,1.1963368706448834,29.0,1.0,0.0,0.0,0.0,0.0
28247,-37.799305,144.982803,331 Gore Street,FITZROY,NILLUMBIK,19975.0,1.0247111277981145,18.0,1.0,4.0,1.0,1.0,1.0
89358,-37.96167,145.020386,23 Duff Street,SANDRINGHAM,PYRENEES,19948.0,1.8768694304428142,not available,0.0,0.0,0.0,0.0,0.0
6210,-37.795585,144.832586,15 Couch Street,SUNSHINE,KNOX,20021.0,0.7850582086698157,20.0,1.0,23.0,5.0,3.0,2.0
55844,-37.844726,145.073248,6 Tyrone Street,CAMBERWELL,MELBOURNE,19850.0,0.21932225538081493,23.0,1.0,23.0,11.0,8.0,5.0
77604,-37.925311,145.194789,19 Derby Place,MULGRAVE,MACEDON RANGES,19891.0,4.464439746140165,38.0,1.0,1.0,1.0,1.0,0.0
7951,-37.778399,144.797653,90 Rockbank Road,ARDEER,SWAN HILL,20004.0,2.381467664535336,23.0,1.0,1.0,0.0,0.0,0.0
92428,-37.982889,145.081255,75 Lower Dandenong Road (Enter via Blackwood Avenue),MENTONE,WEST WIMMERA,19864.0,1.2139108996605432,45.0,1.0,0.0,0.0,0.0,0.0
68246,-37.850414,145.015938,1 Turner Street,ARMADALE,BRIMBANK,19946.0,0.1828219724294242,14.0,1.0,77.0,34.0,21.0,12.0
14577,-37.750506,144.896137,50 Nimmo Street,ESSENDON,NILLUMBIK,20037.0,1.8689401486799093,16.0,1.0,4.0,1.0,1.0,1.0
9553,-37.857722,144.720987,46 Cuthbert Avenue,TRUGANINA,CENTRAL GOLDFIELDS,46468.0,2.68953160533579,not available,0.0,0.0,0.0,0.0,0.0
58064,-37.822451,145.162917,38 Glen Ebor Avenue,BLACKBURN,GREATER GEELONG,19899.0,1.072865726404444,28.0,1.0,1.0,2.0,2.0,1.0
1706,-37.82163,144.843957,12 Cypress Avenue,BROOKLYN,WANGARATTA,20022.0,2.999087915836952,17.0,1.0,0.0,0.0,0.0,0.0
79160,-37.935354,145.169722,5 Lee Avenue,SPRINGVALE,GREATER BENDIGO,19913.0,2.126697525295812,36.0,1.0,0.0,0.0,0.0,0.0
53209,-37.816021,144.997009,4 Bosisto Street,RICHMOND,EAST GIPPSLAND,19978.0,0.5055350348108764,14.0,1.0,1.0,0.0,0.0,0.0
41613,-37.73497,145.061615,144 Mountain View Parade,ROSANNA,EAST GIPPSLAND,19936.0,0.966297755837851,36.0,1.0,1.0,0.0,0.0,0.0
21588,-37.776939,144.952545,821 Park Street,BRUNSWICK,MARIBYRNONG,19970.0,0.47402044144333316,13.0,1.0,22.0,7.0,5.0,3.0
52384,-37.829323,145.010178,15 Crimea Street,BURNLEY,STRATHBOGIE,19906.0,0.3027986926896614,8.0,1.0,0.0,0.0,0.0,0.0
40547,-37.679604,145.054642,4 Frangipani Way,BUNDOORA,WODONGA,20007.0,3.5569506531715938,46.0,1.0,3.0,0.0,0.0,0.0
39051,-37.757118,145.037368,85 Oriel Road,IVANHOE,BASS COAST,19933.0,1.4906136865761994,30.0,1.0,0.0,0.0,0.0,0.0
72161,-37.840617,145.258447,2/15 Westham Crescent,BAYSWATER,INDIGO,19870.0,0.860745871677576,41.0,1.0,-1.0,0.0,0.0,0.0
79209,-37.955978,145.141902,55 HEATHER GROVE,SPRINGVALE,GREATER BENDIGO,19913.0,1.2435312628064197,36.0,1.0,0.0,0.0,0.0,0.0
60074,-37.830121,145.210122,50 Churinga Avenue,MITCHAM,PORT PHILLIP,19901.0,1.2713888183583053,32.0,1.0,25.0,8.0,5.0,3.0
84232,-37.854963,145.002412,60 Williams Road,PRAHRAN,BOROONDARA,19957.0,0.9200733265223054,not available,0.0,12.0,3.0,2.0,1.0
82356,-37.982552,145.23743,6A Privet Court,DOVETON,HINDMARSH,19888.0,2.567038117992543,46.0,1.0,0.0,0.0,0.0,0.0
39688,-37.678661,145.051497,14 SILKY OAK DRIVE,BUNDOORA,WODONGA,20007.0,3.284266927533034,46.0,1.0,3.0,0.0,0.0,0.0
79556,-37.986137,145.157695,11 Liverpool Drive,KEYSBOROUGH,KINGSTON,19890.0,2.6979901089107727,41.0,1.0,13.0,4.0,2.0,1.0
9648,-37.866337,144.723638,74 Parkvista Drive,TRUGANINA,CENTRAL GOLDFIELDS,46468.0,2.128603294081934,not available,0.0,0.0,0.0,0.0,0.0
32806,-37.745423,144.996354,44B Penola Street,PRESTON,BOROONDARA,20013.0,0.3349352024896423,33.0,1.0,12.0,3.0,2.0,1.0
49668,-37.801811,145.070282,62 Belmore Road,BALWYN,HOBSONS BAY,19892.0,2.6871745390420343,18.0,1.0,20.0,14.0,15.0,10.0
45369,-37.6837,145.113878,62 Brentwick Drive,GREENSBOROUGH,GLEN EIRA,19985.0,2.308531471273443,46.0,1.0,15.0,4.0,2.0,1.0
8486,-37.751491,144.753576,4 Paringa Way,BURNSIDE,MOYNE,20002.0,4.156693318591953,28.0,1.0,0.0,0.0,0.0,0.0
72415,-37.852402,145.258072,47 Jeanette Street,BAYSWATER,INDIGO,19870.0,1.4811918743704782,41.0,1.0,-1.0,0.0,0.0,0.0
66444,-37.762238,145.330627,5 - 8 The Briars,MOOROOLBARK,WEST WIMMERA,19876.0,1.679270498250705,51.0,1.0,0.0,0.0,0.0,0.0
35468,-37.69829,145.013342,7 Falk Avenue,RESERVOIR,EAST GIPPSLAND,20008.0,0.40177343062464704,44.0,1.0,1.0,0.0,0.0,0.0
93578,-37.988803,145.095173,62 Scarlet St,MORDIALLOC,PORT PHILLIP,19864.0,1.7205209989082517,45.0,1.0,25.0,8.0,5.0,3.0
35605,-37.720469,145.026669,8 Kerang Avenue,RESERVOIR,EAST GIPPSLAND,20010.0,1.7776620599375397,40.0,1.0,1.0,0.0,0.0,0.0
93154,-37.994694,145.082153,3 Laburnum Street,PARKDALE,STONNINGTON,19864.0,0.5418115715806122,45.0,1.0,19.0,4.0,3.0,1.0
21274,-37.758971,144.959745,46 Tinning Street,BRUNSWICK,MARIBYRNONG,19967.0,0.2659690432262599,18.0,1.0,22.0,7.0,5.0,3.0
45370,-37.713516,145.093826,62 Delta Road,GREENSBOROUGH,GLEN EIRA,19984.0,0.928248603980565,42.0,1.0,15.0,4.0,2.0,1.0
39665,-37.709987,145.051079,14 Gonella Crescent,BUNDOORA,WODONGA,19983.0,2.3900758406224436,39.0,1.0,3.0,0.0,0.0,0.0
